label,text
Fake,say democratic state sen jim holperin voted property tax freeze voted billion property tax hike
Genuine,majority every state favor path citizenship undocumented immigrant
Fake,say former u rep carol sheaporter refused host town hall meeting time congress
Fake,obama administration actually cut democracy egypt fund inside state department
Fake,president nomination confirmed four defeated
Fake,one inaccuracy raised tax multiple time run budget absolutely true one tax increase since ive office quarter mill tax unincorporated area
Fake,proposal cut income property tax scott walker increasing state deficit time borrowing already record level
Fake,youre born poor youre likely stay poor time american history
Fake,obamas flush cash returning wall street even money wall street sure support president obama
Genuine,say university survey concluded massachusetts administration woman senior leadership position state america
Fake,rus feingold worked anywhere outside politics
Fake,right im polling percent barack obama mitt romney
Fake,sen isaksons chambliss vote unemployment insurance vote kill nearly georgia job
Fake,president barack obamas policy forced many part country experience rolling blackout
Fake,say support october legislation rescue wall street firm
Genuine,seventyfive percent young adult country mentally physically fit serve
Genuine,legislation cleared georgia house child legal refugee could obtain state scholarship attend private school
Fake,million american work
Fake,say percent recent county bond precinct one northeast travis county quick identify project help make east side desirable place live
Fake,proximity highvoltage power line lower property value much percent
Genuine,people move texas every day
Genuine,president obama budget request veteran ismore double amount constant dollar appropriated veteran population larger third
Genuine,russian ruble already going
Genuine,florida proposed amendment medical marijuana would allow people alleged minor ailment muscle spasm neck pain back pain even menstrual cramp qualify governmentsanctioned potsmoking
Fake,calling supreme court nominee sonia sotomayor racist
Fake,census cost billion census set cost billion
Fake,reason state longer death tax tax damaged economic competitiveness
Genuine,say equivalent cost single mile freeway bike infrastructure
Fake,ann kuster support government takeover healthcare robs medicare billion
Fake,nafta allows lot truck mexico example leave drive straight without even inspected
Fake,georgia department economic development assisted creation job increase percent last fiscal year billion investment percent increase
Fake,say republican u rep bob dold continues side republican leadership nra blocking consideration bill would keep firearm hand people terrorist watch list
Fake,according state florida almost twice likely attacked alligator someone happens carry concealandcarry permit
Fake,past eight year gov carcieri mr carcieri would host lighting state house christmas tree
Fake,florida led nation job creation bush governor
Fake,florida secretary state kurt browning allowed illegal voter register florida
Fake,africanamericans vote percentage population mississippi suddenly democratic state
Fake,stupak amendment doesnt say cant use federal insurance subsidy pay abortion say youre getting federal subsidy kind youre allowed buy insurance plan cover abortion even money
Genuine,say rus feingolds campaign powered smalldollar contribution like
Genuine,take population growth virginia net zero job creation since bob mcdonnell became governor
Fake,democrat rang trillion budget deficit single largest american history
Fake,california prop would requirecondom usein adult film would put worker adult film industry riskfor lawsuit harassment
Fake,wic program incredibly cost effective program serving nearly million american year costing le per person district percent resident suffer food insecurity depend wic make end meet
Fake,senate version economic stimulus package includes million dollar world war ii filipino veteran philippine
Genuine,billion extension bush tax cut wealthy go family
Fake,saypresident george w bush borrowed trillion social security surplus revenue pay tax cut rich war iraq never paid back
Genuine,decorated marine twotour iraq war vet
Genuine,senate bill new method evaluating teacher youre also going rated parent think send questionnaire survey home parent
Fake,say federal government hosted conference ordered muffin buck piece
Genuine,delivered budget cut tax billion
Genuine,budget analyst say looming tax hike spending cut would take u recession kill job
Genuine,say lawmaker seek defund planned parenthood cutting child small piece
Fake,advocating new requirement voter show id card poll republican want literally drag u way back jim crow law
Fake,say president abraham lincoln enforced fugitive slave act civil war ended
Fake,newly created state immigration enforcement review board actually prosecute get violator jail bring attorney general
Fake,say u greenhouse gas emission year low
Fake,bernie sander voted republican protect minuteman hate group used military tactic community
Fake,say u house opponent michael williams live never voted congressional district he seeking represent
Fake,cdc spending money thing like jazzercise urban gardening massage therapy could redirected ebola
Fake,governor massachusetts romney reduced unemployment percent
Fake,president barack obamas policy resulted gas price reduced per gallon sworn today
Genuine,oil money federal lease used clean mess damage drilling
Fake,virginia made progress job since bob mcdonnell took office
Fake,say president obama there substantial increase federal government job
Fake,transpacific trade deal could cost america job
Fake,latest unemployment number shown nearly american simply given hope come finding job
Genuine,recent global warming summit copenhagen nancy pelosi others stayed fivestar hotel trip costing nearly per person
Fake,koch brother group going college campus giving away free booze try bribe young folk getting health insurance
Genuine,united state invaded iraq saddam hussein wanted acquire weapon mass destruction said capture
Fake,wisconsin voter turned away state strict voter id law presidential election
Fake,democrat budget resolution would raise america tax bill billion
Fake,smog invented los angeles name invented fellow caltech came idea called smog
Fake,opponent city chicago payroll state illinois payroll simultaneously taking full salary funding full pension benefit city worker state worker year
Fake,every worker pay percent payroll tax
Genuine,governor ted strickland left cent ohio rainy day fund
Fake,since president obama took office unemployed woman
Fake,current policy going reduce overall debt united state trillion next year
Fake,say job state auditor secretary state lieutenant governor le price one washington state
Fake,know second sport concussion woman soccer third dangerous sport cheerleading
Fake,even percent tax millionaire would fund four month government operation failing seriously address budget deficit debt
Fake,atlanta streetcar expected create job construction totaling job next year
Fake,say united state highest incarceration rate world million inmate majority american imprisoned sold small amount drug
Genuine,say connie mack iv promoter hooter history bar room brawling altercation road rage
Fake,obamacare slush fund paid spay neuter dog cat counted antiobesity campaign
Genuine,rutgers university kean university montclair state university new jersey city university stockton college rowan university william paterson common graduate le percent student within four year
Fake,say patrick murphy candidate voted every measure fund zika
Fake,accuracy state job number
Fake,amount debt pace double five year triple federal debt per household
Genuine,espionage act edward snowden would allowed come court say justified disclosing information whistleblower exception espionage act
Fake,president barack obamas health care reform slashed billion medicare
Fake,say barack obama founded isi would say cofounder would crooked hillary clinton
Fake,two million federal worker negotiate zippo zero collective bargaining federal employee
Fake,say chris christie fired teacher
Fake,say gov bob mcdonnells budget would cut prekindergarten program
Fake,administration example boosted u export canada mexico percent support million american job
Genuine,last month economy produced million privatesector job
Fake,spend billion afghanistan year fixing road building bridge training police officer cutting thing country
Genuine,california republican gubernatorial hopeful meg whitman contributed campaigned democratic sen barbara boxer
Fake,presence gorilla call question concept evolution
Genuine,budget consumer financial protection bureau percent amount bank generate late fee overdraft fee
Genuine,year ago cancer drug cost average year month
Fake,say donald trump presidential victory electoral landslide
Fake,kathleen peter refuse take stand repeal obamacare
Fake,carol sheaporter want increase tax small business job creator
Fake,overwhelming amount money raisingis going hillary clinton run president going congressman senator try take back congress
Fake,losing billion year term imbalance china
Fake,implementing sale tax
Genuine,president barack obama strike nuclear deal iran next president could revoke executive agreement stroke pen future congress could modify term agreement time
Fake,took every penny percent including dog wouldnt even begin balance budget
Fake,gm repaid government loan full interest five year ahead original schedule
Fake,weve lost million job since obamas president
Genuine,veteran year committing suicide serious problem
Genuine,almost people left puerto rico last year
Genuine,say president barack obama taken day vacation since sworn compared president george w bush point presidency
Genuine,today percent floridian owe home worth
Fake,confederate battle flag never flew texas might soon see license plate
Genuine,say dan patrick supported giving taxpayerfunded voucher every family buy car
Fake,welcome wisconsin road sign always made wisconsinbut scott walker outsourcing themto outofstate company paying money
Fake,georgia spends top nationally education yet education metric hover bottom five
Genuine,say state tax burden per citizen new york twice high florida
Genuine,think exception last year maybe last two year percent came contributing providence pension fund
Genuine,wisconsin first state ban public private sector employment discrimination based sexual orientation
Genuine,half american le saving account
Genuine,second quarter row campaign raised money challenger nation brought fundraising total
Fake,even old gen eisenhower saluted military personnel president
Genuine,jim renacci tried avoid paying tax nearly million made
Fake,mccain opposed stem cell research
Fake,company moving mexico almost place right
Fake,average kid come virginia college plus debt
Fake,say voted increase minimum wage
Fake,stimulus bill includes sculpture garden miami
Fake,florida cost medicaid expansion billion year
Fake,say gov scott walker rated america factuallychallenged politician
Fake,rob portmans job stop china illegal dumping steel failed looked way nothing
Genuine,wisconsin pay criminal defense lawyer represent indigent per hour lowest country
Fake,say voted disaster relief full funding fema
Genuine,say gov rick scott cut state funding pb
Fake,say scott brown carrying big oil baggage collected campaign contribution
Fake,news broke ferguson yearold michael brown suspect robbery msnbc practically went air behindcloseddoors meeting figure deal new revelation
Fake,national unemployment rate percent record month
Genuine,tenure mayor saw houston crime rate drop lowest level year
Fake,john mccain began career washington lobbyist appointed navy liaison united state senate
Genuine,mike huckabee raised tax dog groomers
Genuine,one biggest cause soaring debt economic insecurity end pentagon spending budget pentagon consumes half discretionary spending
Fake,say large majority republican believe obama muslim usborn
Genuine,sen obama declared repeatedly reaffirmed intention meet president iran without precondition
Fake,hispanic student florida perform best hispanic population united state
Genuine,keystone xl pipeline
Fake,say obama sent million china build wind farm texas
Fake,le half job carrier manufacturing plant indiana actually staying
Fake,say portland school give muslim student school provided prayer room prayer rug let class five time day pray allah
Genuine,say top percent income earner pay nearly percent federal tax
Fake,mccain economic adviser phil gramm architect deregulation washington helped cause mess wall street
Fake,sixtytwo percent personal bankruptcy caused medical problem
Fake,say opponent dorman grace brag facebook page receiving illegal campaign contribution
Fake,mccain say price gas tax holiday would bridge nowhere another pork barrel project
Fake,homosexual behavior cut lifeby year
Fake,economy preside today better one inherited
Fake,giant company like toyota locate state passed righttowork law
Fake,state put together list people thought ineligible vote came le
Fake,jewish holiday purim version halloween
Fake,say percent marriage wind divorce
Genuine,walton family walmart one family owns wealth bottom percent american people
Genuine,half people food stamp today child
Genuine,senator mccain voted bush tax cut he
Fake,david dewhurst never cut one penny state budget
Fake,whether would vote budget proposed rep paul ryan rwis
Fake,yearolds moving austin city america
Fake,end decade interest owe debt could rise nearly trillion
Fake,say public option considered health care law backed u senate candidate tammy baldwin wildly unpopular
Fake,bin laden declared war pakistan
Fake,say majority candidate texas th congressional district live outside district
Fake,billion medicare fraud
Fake,wisconsin walking away dime federal fund rejecting obamacare medicaid expansion
Fake,dont bar campus texas law alcohol allowed
Fake,tampa bay isleading state job creation
Genuine,republican party percent party id shrinking
Genuine,since taking office january rainy day fund increased percent
Fake,say milwaukee county executive chris abele spent taxpayer money new luxury suv
Fake,recent department labor study guessed wall street fee cost worker percent value plan span career
Genuine,ninety percent job growth virginia private sector
Fake,say thom tillis give tax break yacht jet owner
Fake,california governor say yes poisoning child mercury aluminum vaccine
Genuine,support sequester
Genuine,million job risk potential defense cut
Fake,wisconsin embroiled constitutional crisis brought democratic senator fleeing state illinois block gov scott walker budgetrepair bill
Genuine,race closest u senate race ohio year howard metzenbaum defeated robert taft
Fake,percent global market advanced battery obama started percent headed percent
Genuine,spend three time entitlement debt service defense
Fake,federal register house washington regulation page length weighs pound
Fake,obama say hell raise tax electricity
Fake,john mccains tax plan give reduction million american family
Fake,say rand paul denied put forward bill zero foreign aid specifically spoke israel
Fake,bill nelson actually voted favor higher tax time
Genuine,say donald trump first person running president republican democrat refused say would respect result election
Fake,woman take birth control half medication condition
Genuine,say u senate candidate david perdue flipflopped releasing tax return
Fake,year austin city council granted small homestead property tax exemption applied equally everyone also granted exemption elderly disabled member community
Genuine,unlike marijuana medical cannabis oil get high
Fake,support donald trump
Fake,bill ayers obama ran radical education foundation together
Fake,obama white house recognizes baby born security purpose
Fake,obama jumped shark ordered ocean closed
Fake,say sen bernie sander called president barack obama weak he called disappointment
Fake,say chuck hagels nomination defense secretary publicly celebrated iranian government
Fake,say u sen ron johnson opposes faster broadband internet small town got nearly campaign contribution telecom special interest
Fake,say david jolly support privatizing social security
Fake,say judge joanne kloppenburg agreed use technicality give convicted sex offender new hearing didnt understand charge
Fake,obamas plan welfare wouldnt work wouldnt train job send welfare check
Genuine,central fall fire department one lowest lowest paid fire department state entire region
Genuine,topfive city staged automobile accident three florida rank country staged auto accident
Genuine,private sector job history buffalo exist buffalo today
Fake,president eisenhower night normandy invasionwrote letter resignation united state army failure landing normandy
Genuine,faculty salary uw system institution fallen percent national average
Fake,switzerland government issue every household gun lowest gun related crime rate civilized country world
Fake,say u rep steve daines rmont opposes vote legislation proposed month ago
Genuine,percent latino texas registered vote percent actually turned
Fake,year nomination confirmation supreme court justice presidential election year simply time break decade bipartisan practice
Fake,south carolina woman earn cent dollar men earnings
Genuine,percent job accessible transit metro atlanta resident percent living city
Fake,small business going business record number
Genuine,attack planned parenthood come time poverty rate among woman highest nearly two decade woman dont access health care
Fake,say required state septic inspection would cost septic tank owner every five year
Fake,say library district would come direct cost city budget
Fake,rhode island one worst state income equality
Genuine,african american twice likely arrested almost four time likely experience use force encounter police
Fake,unlike benghazi investigation beirut barrack bombing none key aspect attack iraq war none embassy attack george w bush
Fake,say rep jon runyan voted redefine rape
Fake,john mica voted borrow trillion
Fake,ken hodges badly botched investigation result justice wasnt done case
Fake,president barack obama american poverty time since census bureau began keeping record year ago
Genuine,bipartisan legislation got senate would prevented bonus like aigs somehow mysteriously disappeared
Fake,say running mate candidate believe free trade
Fake,say congressional budget office said youre going buy policy health care exchange youll paying percent family
Genuine,say percent american percent national rifle association member support background check gun purchaser
Genuine,say case wolf killing people rocky mountain state
Fake,sakineh mohammadi ashtiani never sentenced stoning
Fake,fewer percent house anyone would classify wealthy
Fake,two week signing taxpayer protection pledge charlie crist break
Fake,solar panel drain sun energy
Genuine,candidate endorsed bernie sander president pa ive got bernies back
Genuine,russian didnt wear uniform came ukraine
Fake,discretionary spending went percent last two year
Fake,link jailed lobbyist jack abramoff rep cw bill young
Fake,monica wehby jason conger causing devastating consequence nearly oregonian looking work
Fake,confronted unexpected storm hit metropolitan area
Fake,investment child education mutual fund stock retirement plan obama going raise tax
Fake,social security like told money year borrowing general treasury
Fake,say percent federal spending go military percent go food agriculture including food stamp
Fake,epa want regulate family bbq
Genuine,oregon budget grown percent four year
Fake,obama president baldwin senate kept campaign office running fox valley eau claire la crosse staff preparing next battle
Genuine,fact new jersey donor state get cent back every dollar send washington interestingly kentucky get every dollar send washington
Fake,say allow people america legally country planet combined
Fake,georgia lax gun law nation
Fake,one interesting thing recovery act project came budget faster expected there lot work
Genuine,within mile percent america perfect location
Fake,social security doesnt contribute penny deficit
Fake,shes voted tax increase hurting middle class small business
Genuine,megarich pay percent tax middle class fall percent percent income tax bracket hit heavy payroll tax boot
Genuine,past year dekalb attracted retained job
Fake,say president obamas reelection state federal income tax rate taxpayer rise roughly percent
Fake,foreign chinese prostitution money allegedly behind group funding congressman sean duffys republican majority
Fake,clinton refused repeated request meet gold star mother
Fake,virginia paper called scott rigells campaign mostly false
Fake,say houston national cemetery preventing christian prayer said military funeral
Genuine,hole earth thats going dug proposed gogebic mine bigger entire district
Genuine,say republican party platform supported equal pay minimum wage asylum refugee protection union
Fake,say john kitzhaber want sale tax people without job pay tax
Fake,house zika bill limit access birth control service needed help curb spread virus puerto rico
Fake,obama creates new tax christmas tree fee get passed consumer
Fake,mr trump selffinancing campaign dont donor
Genuine,city county georgia dont website elected official dont email address
Fake,havent really proposed phasing aid israel past
Fake,minnesota passed indiana passed right work law making union membership due optional
Fake,mccain said opposed overturning roe v wade he overturning roe v wade
Genuine,percent traffic
Fake,affordable care act already sense waived otherwise suspended
Fake,obamacare could cause million people lose current coverage
Fake,u senate candidate david perdues company took million federal stimulus program president barack obama created
Fake,borrowing money china saudi arabia finance war iraq
Fake,raised alan grayson campaign last quarter among member u house representative
Fake,energy efficiency legislation sponsored u sen jeanne shaheen federal bureaucrat could take local building code enforcement city socalled green mandate complied quickly enough
Genuine,actually reagan democrat republican
Genuine,palin proposed bounty severed foreleg killed wolf
Fake,say wisconsin republican party tweeted happy international woman day lady get paid le able make health care decision
Genuine,born defense spending percent budget percent
Fake,privatesector job created second year obama administration eight year bush administration
Genuine,say view reparation slavery barack obamas hillary clinton
Fake,president bush never one interview new york time entire presidency
Fake,anonymous email say hillary clinton advocate communism
Fake,mary burke wasted million dollar vacant lot move could cost taxpayer nearly million
Fake,salary wisconsin besteducated public school teacher slashed gov scott walker recent administrative rule change
Fake,say barack obama american president visited dday monument normandy dday
Fake,say james langevin voted spend billion jet engine one want
Fake,fall percent texas high school graduate enrolled fouryear public university
Fake,health proposal would create tax health care benefit middleclass worker
Fake,say pension health benefit reform eliminated collective bargaining health benefit
Genuine,america produce oil gas nation world
Fake,health care law everybody lower rate better quality care better access
Fake,reformed welfare others tried
Fake,applying prosecutorial discretion immigration case
Fake,big wall street bank big corporation give many time political donation democrat republican
Fake,budget average wisconsin property taxpayer save
Genuine,say glenn grothman pushed state tax credit phased someone owns factory produce million income pay le tax nephew would worked full time taco bell minimum wage
Genuine,lgbt community often victim hate crime recognized group
Fake,say president barackobama issued upwards executive order modern president
Genuine,say president obama never made statement wanted residual force left iraq
Genuine,service men woman discharged basis sexual orientation since dont ask dont tell policy implemented cost million many forced special skill high demand translator engineer pilot
Fake,jeanne shaheen new hampshire senator deciding vote pas obamacare
Fake,campaign supporter campaign one borne birther movement
Fake,candidate stood community immigration reform beginning
Fake,thecbo saysthe cost health care reform rise trillion increasing price far greater billion originallyprojected
Fake,every time buy airline ticket federal government run background check
Fake,lloyd doggett made million company like bank america took taxpayer bailout money
Fake,u record number oil rig operating right working oil gas rig rest world combined
Genuine,defense department received onehalf percent nearly trilliondollar stimulus package funding
Fake,say constitution specifically state congress shall write legislation immigration policy barack obama lack authority defer deportation young illegal immigrant
Genuine,say spending fiscal budget lower spending fiscal budget
Fake,president clinton reduced scale military dramatically
Fake,sale tax increase approved cost taxpayer million per year perpetuity finance rail system city tampa
Genuine,much percentof parent spanker
Fake,said reached powersharing agreement republican lt gov casey cagle
Fake,ohio year estimated child become victim human trafficking risk
Genuine,george w bush period attack various embassy consulate around world sixty people died
Fake,repeal replace federal health care reform
Fake,say president barack obama spent nearly trillion dollar makework government job
Fake,half president governor half senator
Fake,alaska prince william sound pristine
Fake,say opposed billion cut medicare
Fake,say u senate rival tommy thompson ran medicare ground nine year closer bankruptcy
Fake,president plan cut medicare billion take money medicare trust fund us pay obamacare
Fake,say know keystonexl project expected create american job including oregon
Fake,say virginia del mark cole want school check childrens genitals using bathroom
Fake,cost money put person death row lock rest life attorney fee
Fake,tsa started screener agency mushroomed employee administrative people making per year average
Fake,say tax revenue lower expected may thats basically clear indication governor counselor probably right still wood yet
Fake,say average federal tax rate percent
Fake,say hillary clinton viciously attacked woman abused bill clinton
Genuine,ive got spending ive got debt little bit ive got reserve
Fake,studentathletes graduate student arent studentathletes
Fake,lois frankel spent taxpayer money marble shower private bathroom toilet
Fake,say obamas net neutrality proposalputs government charge determining internet pricing term service type product service delivered
Genuine,say excessive speculation pushing oil price recent report estimate add cent every gallon gasoline siphoned pump
Fake,truethat know isi present ciudad juarez mexico
Genuine,crimea part russia given soviet republic ukraine
Fake,care environment weve got record funding
Fake,say sean duffy noshow ashland county district attorney campaign trail
Fake,rick santorum reformed welfare
Fake,say tanking rick perry federal tax plan huge tax cut rich people big tax hike everyone else
Genuine,say personalinjury trial lawyer provided percent funding texas democratic party decade
Fake,barack obama love che guevara
Genuine,say new york giant train new jersey play new jersey player live new jersey
Fake,peter kilmartin voted studio loan guarantee state house job twist legislator arm vote deal like
Genuine,supported first new nuclear power plant three decade
Fake,since mr foster mayor le small business city st petersburg
Fake,public option funded public money funded private insurance premium
Fake,havent legislation took away one gun past year anybody countrynot one
Genuine,president barack obamas state union address word alqaida never used first time word used state union address since february
Genuine,anight hotelmotel tax thats part transportation bill hurt georgia convention business adding extra cost large group coming state
Genuine,said big bank bailouts
Genuine,financial conflictofinterest law dont apply president right president doesnt blind trust
Genuine,actually country practice birthright citizenship
Genuine,general appears wisconsin right work bill would likely apply green bay packer player union
Genuine,right percent florida student leaving high school read grade level
Fake,say tammy baldwin support law government take decision medicine doctor hospital
Genuine,kendrick meek claim he candidate saidsonia sotomayor make excellent supreme court justice
Fake,say scott walker said forcing woman facing abortion get invasive ultrasound cool thing
Genuine,property tax increased percent four year chris christie
Fake,say president barack obama taken le vacation day president generation congress taken vacation day congress history
Fake,past month weve learned cant count medium debunk lie health insurance reform
Fake,senate immigration bill unleashes massive increase overall immigration talking population increase senate bill million people year
Genuine,last week three mostviewed television program weresunday night football thursday night football monday night football
Genuine,say donald trump saida recently week ago phoenix every undocumented person would subject deportation
Genuine,average atlanta resident spends extra year additional gasoline wasted time
Genuine,say state mandated test come english company
Fake,support ted cruz
Fake,bank paid hillary clinton million contributing million elect
Genuine,youre wealthy ceo hedge fund manager america right tax lower theyve since
Genuine,bipartisan payroll tax cut championed white house meant average family extra pocket year
Fake,say voteradopted constitutional amendment instructed state board headed jerry patterson put million investment earnings fund supporting public school operation
Fake,expanding medicaid would create k job
Fake,study shown voter fraud nonexistent texas
Genuine,say portland public school central administration make le percent staff
Genuine,theyre saying percent traffic go sakonnet river bridge state
Fake,u rep phil gingrey gave government power electronically spy american without warrant
Fake,state commerce secretary mary burke drafted sponsored promoted budget raised tax billion created high structural deficit raided fund finance huge spending hike
Fake,say unlike tim kaine investedin education indiana gov mike penny slashed education funding
Fake,bill florida prohibiting doctor talk particularly pediatrician talk patient gun safety home
Genuine,reason cuban dont access st century telecommunication like smart phone like access internet illegal cuba
Fake,look worldwide number terrorist incident substantially increased
Fake,never supported state income tax texas
Fake,say hillary clinton take ten million dollar country hate woman disrespect woman throw gay building
Fake,interview chicago tribuneseditorial board comptroller leslie munger say order balance budget state would cut social service completely
Fake,ive almost every day
Fake,say julie parrish voted divert million public school private forprofit school
Fake,numerous study shown socalled righttowork law generate job economic growth
Genuine,huckabee one highest taxing governor country rivaling bill clinton term cato rating
Genuine,orrin hatch cosponsored health care bill individual mandate
Fake,say new healthcare law full parttime worker required buy insurance costing month starting
Fake,immigration bill specific provision say secretary napolitano build fence chooses
Genuine,since six u supreme court justice confirmed election year including justice anthony kennedy confirmed final year reagan administration
Fake,tenure washington illinois state senate barack obama accumulated record bipartisan success
Fake,say statistical reality single mom poor undereducated cant get job werent government assistance kid would starving death
Fake,john cornyn voted twice back obamas amnesty plan
Fake,jim renacci voted repeatedly end medicare
Genuine,kind snowstorm happens every year
Fake,fbi confirms evidence huge underground clinton sex network
Fake,president went stimulusfueled spending binge stuck every american man woman child share trillion debt
Fake,tyler perry plan turn majority former fort mcpherson film television studio expected add new job atlanta
Genuine,turn texas billion budget shortfall cant afford new science textbook
Fake,blue cross headquarters granite table
Genuine,ceo hp carly fiorina laid worker
Fake,mexico dont birth certificate dont registration card voter one national id
Fake,nothing democrat bill would require individual verify citizenship identity prior receiving taxpayersubsidized benefit
Genuine,say enrolling student subsidized lunch program trigger risk designation resulting extra state school aid per student
Fake,obamas liberal fiscal agenda billion new spending
Genuine,reagan era productivity increased wage working people remained frozen
Fake,saysproposal boostteacherpension fundputs mandate local government
Fake,dan gelbers employment bps law firm could disqualify representing florida bp attorney general
Genuine,say u rep connie mack iv passed one bill seven year
Fake,realistic estimate job created keystone xl maybe job construction pipeline
Fake,mcdonalds england sell organic milk freerange egg provides nutritious offering u
Genuine,texas last th spending mental health care
Fake,say prodemocratic ad false saying allowed two disgraced staffer resign
Fake,new york mayor bill de blasio homicide percent subway delay soared percent
Genuine,right keep percent georgia tech graduate
Genuine,ag dont go court
Fake,rick scott company partner playboy social networking website community page specifically geared towards gay dating
Fake,whether governor massachusetts able appoint interim u senator
Fake,nafta passed acceleration immigration mexico people search job
Genuine,u force iraq afghanistan include thousand still green card holder even citizen country
Fake,percent american able keep individual market plan two year obamacare became law
Genuine,majority contribution private individual giving average pac group
Fake,president abrahamlincoln signed emancipation proclamation slaveholder fighting union army
Fake,president barack obamas budget threatens national security proposing army fewer personnel pearl harbor
Genuine,politician want put new tax lot grocery
Fake,never asked megyn kelly removed debate moderator
Genuine,country constitutional right like second amendment
Fake,household income america gone family average last four year went mitt romney governor massachusetts
Genuine,economy creating job fastest pace since
Fake,massive federal computer network make medical record available million people complete lack privacy confidentiality doctor hospital dont take part face stiff penalty
Genuine,africa child dy every minute malaria
Genuine,say rick perry plan texas cut funding public school
Fake,republican never done anything really balance budget
Fake,donald trump hillary clinton bernie sander identical position health care want put government charge doctor
Fake,new financial regulation actually guarantee future bailouts wall street bank
Genuine,mccain voted time minimumwage increase
Fake,say obamacare largest middleclass tax increase history
Fake,milwaukee mayor tom barrett held line property tax
Fake,took special interest passing toughest ethic law yet
Fake,rob cornilles tea party candidate
Fake,say simpsonbowles deficit reduction proposal urged raising trillion new revenue
Fake,averaged five mass shooting year averaging thats threefold increase
Fake,today cant rely retirement fund public employee funded
Genuine,say ronald reagan repeatedly talked irresponsible would allow full faith credit united state impaired kind way
Fake,say hillary clinton filibustered legislation reform fannie mae freddie mac
Fake,say barack obamas approval rating right average secondterm president point
Genuine,every four minute another american home business go solar
Fake,say david jolly former firm lobbied hundred million dollar dictator pakistan
Fake,regarding state department email practice predecessor thing
Fake,new dollar coin god trust gone
Genuine,al sharpton went ferguson mo declaring matter fact michael brown didnt use deadly force posed deadly threat officer
Fake,could cut unemployment half simply reclaiming job taken illegal worker
Genuine,say paid family leave program standard five nation around world
Fake,raising tax investment income actually lowered revenue received tax cutting capital gain tax rate increased revenue
Genuine,nathan deal saved hope scholarship program
Genuine,say house republican rejected straightforward measure would prevent member congress president paid government shutdown
Genuine,since elected crime rate lowest decade
Fake,say according study obamas health care initiative nearly percent people wisconsin health insurance cost go percent
Genuine,take account people struggling work stopped looking real unemployment rate percent
Fake,say declared candidacy congress redistricting process manipulated allow incumbent politician guarantee reelection
Genuine,hobby lobby provided birth control coverage decided drop file suit
Fake,adjusted cost living georgia rank first nationally teacher salary benefit
Fake,say representation exboyfriend friend family law case something lawyer regular basis
Genuine,say six mile run district already carry traffic
Fake,look state right work constantly budget deficit good business climate
Fake,new tennessee job created billion capital investment jobstn plan working
Fake,republican presidential debate new hampshire none candidate mentioned middle class education
Genuine,say oregon inmate prison violent crime serious sex offense
Genuine,percentage texas high school student meeting college readiness standard texas higher education coordinating board stood english math figure stood
Fake,debt come time town meeting never asked debate really weird hasnt brought
Fake,say president obama promised stimulus plan unemployment would never go percent even said would percent
Genuine,thirty percent sheldon whitehouse campaign money coming special interest
Genuine,say obama administration delay health care law employer mandate affect percent american workforce
Fake,rhode island unemployment insurance system expensive system country
Genuine,david cicilline state representative opposed tough mandatory sentence convicted domestic violence child abuse
Fake,three year ago newly elected president obama told america congress approved plan borrow nearly trillion dollar would hold unemployment percent
Fake,campaign contribution electric utility
Fake,hillary clinton barack obama want raise tax income bracket
Genuine,america radical speech crime
Fake,wisconsin stimulus paid bridge bar called rustys backwater saloon theyve got great burger new job
Fake,look earned income tax credit percent fraud rate looking billion billion
Genuine,mr anthony gemma described prolife candidate claim prochoice
Fake,president barack obama million fewer american working today four year ago
Fake,ben carson running president eliminate dependency government doesnt mention grew public school got public housing food stamp got free glass government program helped affirmative action got pell grant college
Genuine,top percent saw income go roughly percent median wage country year went percent
Fake,algeria wanted taken terror list time made unreported donation clinton foundation
Fake,say barack obama robbed medicare billion pay obamacare
Genuine,day new hampshire primary top people ronald reagan staff quit
Fake,state employee actually going get pay raise
Genuine,fed created trillion nothing gave bank foreign bank could stabilize operation
Genuine,proposed education change cut one teacher pay
Genuine,venezuela country whose defense budget probably th united state
Fake,barack obama said he going attack pakistan embrace iranian president mahmoud ahmadinejad
Fake,say president barack obama said attack syria going pinprick
Fake,supreme court throw federal health care law would unprecedented extraordinary step overturning law passed strong majority democratically elected congress
Genuine,weve ebola outbreak around globe theyve never spread outside confines country initially affected
Fake,didnt go take information hillary clinton campaign
Genuine,college tuition rate texas jumped since
Genuine,say indiana gov mike penny provides zero state funding homeless shelter
Fake,fiorinas plan would mean slashing social security medicare
Genuine,say supreme court justice greg abbott found company whose vacuum cleaner sold door door responsibility hiring salesman raped customer
Genuine,number swat raid gone percent since
Fake,say president barack obama put stop sign oil drilling kind exploration offshore alaska
Fake,bryce reef chaired group bankrolled new york billionaire fired hundred virginia worker sent job china
Fake,spend le defense today gdp time since pearl harbor
Fake,im glad wording ethic report corporatesponsored congressional trip clearly wording exonerates
Fake,say wisconsin woman facing pay discrimination cant something bill passed republican
Fake,seven federal food assistance program associated positive health nutrition outcome remaining effective
Fake,transportation financing
Fake,say bureau labor statistic report attributed sharp increase workrelated fatality increasing number employee driver could read understand warning sign english
Fake,say barack obama said ordinary men woman smallminded govern affair individual surrender right allpowerful sovereign
Fake,bill nelson voted ban million commonly owned firearm included many popular hunting target rifle
